Type,Comment,Value
url,Mirai payload delivery URL (confidence level: 100%),http://somanydomain.anondns.net
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),83.229.87.221|1440
ip-dst|port,BazarBackdoor botnet C2 server (confidence level: 100%),185.64.106.73|12233
domain,Unknown malware payload delivery domain (confidence level: 100%),security.fpwergwavrd.com
domain,Unknown malware payload delivery domain (confidence level: 100%),posugxa.com
url,Unknown malware payload delivery URL (confidence level: 100%),https://posugxa.com/shield.msi
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),38.54.15.75|19174
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),38.54.15.75|16326
domain,Unknown RAT botnet C2 domain (confidence level: 100%),microsoftcdnlicense.putinswin.es
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),195.2.78.159|35348
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),8.137.98.198|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.101.187.219|81
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),142.54.190.74|443
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),177.255.89.100|2404
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),82.205.83.111|1099
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.83.225|222
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.83.225|4444
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),128.90.113.223|5000
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),46.173.214.80|9443
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),18.230.76.228|10000
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),18.230.76.228|12000
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),dd.tstcs888.com
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),118.107.221.146|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),39.173.159.64|80
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),45.91.171.107|1337
ip-dst|port,ValleyRAT botnet C2 server (confidence level: 100%),193.112.101.108|6908
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),38.55.129.94|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),113.45.29.125|8888
ip-dst|port,Sliver botnet C2 server (confidence level: 90%),20.169.159.207|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),129.211.169.198|8888
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.83.225|888
domain,Unknown malware botnet C2 domain (confidence level: 100%),172.91.188.35.bc.googleusercontent.com
domain,Unknown malware botnet C2 domain (confidence level: 100%),120.32.198.104.bc.googleusercontent.com
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),91.99.142.220|25565
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),113.45.177.81|80
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),37.72.168.146|14443
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),13.208.193.77|465
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),20.2.2.169|8082
