Type,Comment,Value
domain,KongTuke payload delivery domain (confidence level: 100%),sorts-pushed-completely-manuals.trycloudflare.com
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),88.237.19.77|1000
ip-dst|port,Hook botnet C2 server (confidence level: 100%),45.141.233.43|50555
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),24.96.73.177|8080
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),18.228.31.163|443
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),45.141.233.60|55330
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),213.209.150.22|55140
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),206.206.76.25|8080
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),35.179.132.39|789
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 100%),3.135.183.122|718
ip-dst|port,Chaos botnet C2 server (confidence level: 100%),8.134.85.229|47486
ip-dst|port,NjRAT botnet C2 server (confidence level: 100%),196.119.86.83|10000
sha1,NjRAT payload (confidence level: 95%),31f65681032b802003e13f0bcaf59c762707d7e9
sha256,NjRAT payload (confidence level: 95%),0484e1fa67b4eccdd208258e6052a50e9f3db9175ede4d36f73b851d59570045
md5,NjRAT payload (confidence level: 95%),586f32d3aece4fa92a9d1a7025c081e6
sha1,NimGrabber payload (confidence level: 95%),4184660f1ed34762a162ec9fbd536a1a85919804
sha256,NimGrabber payload (confidence level: 95%),8453b3ac669bc4b733dda13643d3bb9b77ab956ac5a6f3941abb605c4ee6afd2
md5,NimGrabber payload (confidence level: 95%),16218630cb686cc8172b0cff7329887c
sha1,NimGrabber payload (confidence level: 95%),25b96ad443fe3d45b1d7295736f1dfe9e07f57af
sha256,NimGrabber payload (confidence level: 95%),92157f11be0dd49d07b0ef671b5a61b168f167cb0105af08520fa0ea246541ab
md5,NimGrabber payload (confidence level: 95%),87c3187c4694b40d24f92ef1393db1dd
sha1,NimGrabber payload (confidence level: 95%),050b87087ebcf482f50225e9d4e756e960e8d690
sha256,NimGrabber payload (confidence level: 95%),9fdf9e7540e981ffda3d6a60e9a44557fb5e1866d830187fd5415a6d0def7f92
md5,NimGrabber payload (confidence level: 95%),337ee3f038ea8645ed0c9bb3d0350776
sha1,DCRat payload (confidence level: 95%),9540a9e3dfedfc5dfc09995c4af17940cba38b39
sha256,DCRat payload (confidence level: 95%),8b6f5e8d604cefb319e3b76a745ecfb6e98e866b8dd190192a594488229b6a0f
md5,DCRat payload (confidence level: 95%),0c461478b1b7fd0226d03a9d173facc8
sha1,AsyncRAT payload (confidence level: 95%),9bdbe1c945016205d36222ff633bd899d1a8314a
sha256,AsyncRAT payload (confidence level: 95%),ace5562cb154f79a019c1fc331a7dd39e2857b6d22dffe0986d6353cd5d2c5d3
md5,AsyncRAT payload (confidence level: 95%),7d3e5bf34015f5bfd5c926495580a312
sha1,DarkCloud Stealer payload (confidence level: 95%),f4296b3bf76e9959b2b9e6ac448e8f2defafca03
sha256,DarkCloud Stealer payload (confidence level: 95%),aa5422f677a5edd3939d9652209e15fe56f26998a293bd23b521f48a3b3ca318
md5,DarkCloud Stealer payload (confidence level: 95%),6597668d61de582a555608470409f424
sha1,Luca Stealer payload (confidence level: 95%),9a4b7a47b39501679cf11c6cfa216abf982dca05
sha256,Luca Stealer payload (confidence level: 95%),a41450093961f95d046caf4ed1e1160b268404bc980c7b411df8f36b8545ae49
md5,Luca Stealer payload (confidence level: 95%),7991da32dd4e19427fef96554c00f4bb
sha1,Luca Stealer payload (confidence level: 95%),321d3ecfa4efa8dc769f0177e34f00ed6d0db480
sha256,Luca Stealer payload (confidence level: 95%),4b49ecdac3221f60f27bf1fc2950f86a5ff640fab62729c4a6a84717a828bb3c
md5,Luca Stealer payload (confidence level: 95%),4019f43f477b70d6c0b0d482eb7769a7
sha1,Luca Stealer payload (confidence level: 95%),74d16ab7c6d2a7d66527e3e6a43c2df2b004aef1
sha256,Luca Stealer payload (confidence level: 95%),0f378f4dbf137ca4abdf88f8d137684c4196935df8bc8e3cfabeb4bdc5c3ba75
md5,Luca Stealer payload (confidence level: 95%),e0f16d8cd1eec1c672fe72f736626714
sha1,Luca Stealer payload (confidence level: 95%),3211853d6afe9e6a2e79da2d3c98dd2e597f784d
sha256,Luca Stealer payload (confidence level: 95%),5125bdd56a603dcb3929a4bf2282467ded28ccfed837d908ad4eff4246f43e94
md5,Luca Stealer payload (confidence level: 95%),5bdf4f3aa32819ec9f05733dbacb15ea
sha1,Luca Stealer payload (confidence level: 95%),f1b462b1d7a197be2adddce225ca046959ddc439
sha256,Luca Stealer payload (confidence level: 95%),e0ffd8621c2519c898ef4381db8b83264e4589b6fad4f69dc3f8550465f4386b
md5,Luca Stealer payload (confidence level: 95%),4b36ec259e16b77a751ad5e2c1ce3940
sha1,Luca Stealer payload (confidence level: 95%),3083f5855053c2fcde28e946aff1f59db0fc4539
sha256,Luca Stealer payload (confidence level: 95%),186ff54556fc88758fa7d80c8a2d901011ea59a2740d2f5cc793b5cd29a897af
