Type,Comment,Value
domain,ClearFake payload delivery domain (confidence level: 100%),000-00-000.pages.dev
domain,Unknown malware payload delivery domain (confidence level: 100%),o.coccos.live
domain,Unknown malware payload delivery domain (confidence level: 100%),aemrt.live
domain,ClearFake payload delivery domain (confidence level: 100%),serviceverifcloudv.com
domain,ClearFake payload delivery domain (confidence level: 100%),pqoqllalll.com
domain,ClearFake payload delivery domain (confidence level: 100%),pptpooalfkakktl.com
domain,ClearFake payload delivery domain (confidence level: 100%),servverifcloud.com
domain,ClearFake payload delivery domain (confidence level: 100%),dajajkfifofjfklaiotjapp.com
domain,Unknown Webinject botnet C2 domain (confidence level: 100%),wafsearch.wiki
domain,Unknown Webinject botnet C2 domain (confidence level: 100%),translatebonus.net
url,Matanbuchus botnet C2 (confidence level: 100%),https://nexacorenet.com/blog/tech-trends/2025-trends/index.php
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),login.onlinenetworkupdate.com
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),sso.onlinenetworkupdate.com
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),login.misctoolsupdate.com
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),sso.misctoolsupdate.com
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),officetoolservices.com
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),login.officetoolservices.com
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),sso.officetoolservices.com
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),login.grouptelecoms.com
domain,Cobalt Strike botnet C2 domain (confidence level: 75%),sso.grouptelecoms.com
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),88.119.174.107|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),88.119.174.107|8443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),88.119.174.107|9443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),180.131.145.73|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),180.131.145.73|8443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),180.131.145.73|9443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),184.174.96.67|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),184.174.96.67|8443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),184.174.96.67|9443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),162.220.61.172|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),162.220.61.172|8443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),162.220.61.172|9443
ip-dst|port,Mirai botnet C2 server (confidence level: 100%),84.201.20.155|3778
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),137.184.103.54|80
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),45.11.78.116|10000
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),34.221.202.19|443
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),191.93.113.197|8000
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),89.87.219.180|1122
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),103.122.221.199|4433
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),146.190.103.70|7443
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),20.3.249.45|80
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),23.227.199.59|10443
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),54.68.184.184|443
domain,Havoc botnet C2 domain (confidence level: 100%),job.baiqingee.com
domain,Havoc botnet C2 domain (confidence level: 100%),login-us.farmandconstructionequipment.com
ip-dst|port,Venom RAT botnet C2 server (confidence level: 100%),196.251.69.244|7000
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),23.235.158.4|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),154.92.54.180|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.135.177|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.135.165|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.135.166|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),154.92.54.176|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.135.169|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),154.92.54.170|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.65.250|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),154.92.54.186|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),23.235.158.25|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.30.61|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.30.35|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),154.92.54.166|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.135.186|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.30.52|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.135.182|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),154.92.54.179|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.65.241|8848
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),154.92.54.165|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),23.235.158.10|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.135.189|8848
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.135.189|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.30.53|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.30.59|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),23.235.158.19|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),154.92.54.185|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),23.235.158.21|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.30.55|8849
ip-dst|port,DCRat botnet C2 server (confidence level: 100%),160.124.30.40|8849
