Type,Comment,Value
url,Unknown malware botnet C2 (confidence level: 100%),http://202.146.222.166:8888/supershell/login/
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),202.146.222.166|8888
domain,ClearFake payload delivery domain (confidence level: 100%),check.asiu4.icu
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://janhugo.com/1q2w.js
domain,FAKEUPDATES payload delivery domain (confidence level: 100%),janhugo.com
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://janhugo.com/js.php
ip-dst|port,RedLine Stealer botnet C2 server (confidence level: 100%),135.125.21.41|1912
url,FAKEUPDATES payload delivery URL (confidence level: 100%),https://janhugo.com/5s1j.js
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),185.194.205.79|61003
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),154.82.92.133|888
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),196.251.72.250|80
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),120.24.64.74|63211
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),196.251.69.85|2404
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),45.62.170.96|2404
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),172.111.131.195|2404
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),66.248.206.248|2404
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),24.137.215.157|443
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),104.193.69.145|443
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),194.32.142.52|80
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),154.12.60.69|8888
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),45.200.51.134|16521
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),172.191.137.101|80
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),179.43.172.173|443
ip-dst|port,Venom RAT botnet C2 server (confidence level: 100%),171.232.0.161|8000
ip-dst|port,Crimson RAT botnet C2 server (confidence level: 100%),172.86.109.207|32132
ip-dst|port,Stealc botnet C2 server (confidence level: 100%),185.184.123.94|80
domain,Bashlite botnet C2 domain (confidence level: 100%),webdisk.f.multi-canale.com
domain,Bashlite botnet C2 domain (confidence level: 100%),webdisk.gfjd.104-168-101-27.cprapid.com
domain,Bashlite botnet C2 domain (confidence level: 100%),mail.c.multi-canale.com
domain,Bashlite botnet C2 domain (confidence level: 100%),webmail.aa.104-168-101-27.cprapid.com
domain,FAKEUPDATES payload delivery domain (confidence level: 80%),ez-ssb.sipos.services
domain,CyberGate botnet C2 domain (confidence level: 100%),hackthisshit.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),krpt.dyndns.info
domain,CyberGate botnet C2 domain (confidence level: 100%),roundbluerobin.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),jarmen.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),wiseagle101.zapto.org
domain,CyberGate botnet C2 domain (confidence level: 100%),intercool.zapto.org
domain,CyberGate botnet C2 domain (confidence level: 100%),lodoclan.servegame.com
domain,CyberGate botnet C2 domain (confidence level: 100%),thepowerguido.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),raid88rush.myphotos.cc
domain,CyberGate botnet C2 domain (confidence level: 100%),dr-mat.zapto.org
domain,CyberGate botnet C2 domain (confidence level: 100%),xradox.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),microsoftskype.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),turkkilainen.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),proalexpro.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),atlantise.zapto.org
domain,CyberGate botnet C2 domain (confidence level: 100%),datasecurity32.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),susunahi3.no-ip.info
domain,CyberGate botnet C2 domain (confidence level: 100%),poison00.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),chakra22.zapto.org
domain,CyberGate botnet C2 domain (confidence level: 100%),salla.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),hack993.sytes.net
domain,CyberGate botnet C2 domain (confidence level: 100%),medo99.no-ip.info
domain,CyberGate botnet C2 domain (confidence level: 100%),pooptit1.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),update-microsoft.no-ip.info
domain,CyberGate botnet C2 domain (confidence level: 100%),james1990.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),xbladeinc.zapto.org
domain,CyberGate botnet C2 domain (confidence level: 100%),nwal.zapto.org
domain,CyberGate botnet C2 domain (confidence level: 100%),asment34.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),chamta1.zapto.org
domain,CyberGate botnet C2 domain (confidence level: 100%),kevinj123.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),sp1ffy.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),susunahi1.no-ip.info
domain,CyberGate botnet C2 domain (confidence level: 100%),frozenrats.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),snowhost.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),revennaras.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),kakawe2004.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),darkrounge.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),lamafiahacker.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),dkcyb.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),tutorial2016.ddns.net
domain,CyberGate botnet C2 domain (confidence level: 100%),mena.ath.cx
domain,CyberGate botnet C2 domain (confidence level: 100%),testy.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),ph9xlplaunlx150.sytes.net
domain,CyberGate botnet C2 domain (confidence level: 100%),shniwel0.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),microsoft1342.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),hxh.ath.cx
domain,CyberGate botnet C2 domain (confidence level: 100%),jaja1334.zapto.org
domain,CyberGate botnet C2 domain (confidence level: 100%),korpz1.no-ip.info
domain,CyberGate botnet C2 domain (confidence level: 100%),hackerpool.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),meiko-s.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),asssh2010.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),checkers-world.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),snypz.poseidonbot.com
domain,CyberGate botnet C2 domain (confidence level: 100%),1337krypton.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),ihrbekommtmichnie.zapto.org
domain,CyberGate botnet C2 domain (confidence level: 100%),dietimee.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),incomingdisaster.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),injector.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),t1t4n.no-ip.info
domain,CyberGate botnet C2 domain (confidence level: 100%),thisworldiscrazy.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),enhanceddomains.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),chillastube.podzone.org
domain,CyberGate botnet C2 domain (confidence level: 100%),gillamp.no-ip.info
domain,CyberGate botnet C2 domain (confidence level: 100%),lawlzorz.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),sadvent.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),michaudb.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),mark92.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),egoexxpress.servebbs.net
domain,CyberGate botnet C2 domain (confidence level: 100%),sunral.no-ip.info
domain,CyberGate botnet C2 domain (confidence level: 100%),xperrtcybergate.no-ip.info
domain,CyberGate botnet C2 domain (confidence level: 100%),runescapemodstaff.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),fahadm.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),d1a3l0.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),derdar.zapto.org
domain,CyberGate botnet C2 domain (confidence level: 100%),matrix-zloy.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),susunahi.no-ip.info
domain,CyberGate botnet C2 domain (confidence level: 100%),number.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),senhordacaveira.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),unfor1987.serveftp.net
domain,CyberGate botnet C2 domain (confidence level: 100%),skikda.sytes.net
domain,CyberGate botnet C2 domain (confidence level: 100%),hazavit.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),crackear.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),pinkpanther54.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),kptkmm.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),pri1.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),asas.hopto.org
domain,CyberGate botnet C2 domain (confidence level: 100%),picudobot.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),123qwe.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),lahssen1984.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),pleite.no-ip.org
domain,CyberGate botnet C2 domain (confidence level: 100%),ken1234.no-ip.info
domain,CyberGate botnet C2 domain (confidence level: 100%),chamta.zapto.org
domain,CyberGate botnet C2 domain (confidence level: 100%),solidest.dyndns.info
domain,CyberGate botnet C2 domain (confidence level: 100%),mstlj.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),onlycryy.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),tysonscape.zapto.org
domain,CyberGate botnet C2 domain (confidence level: 100%),barthssss.no-ip.biz
domain,CyberGate botnet C2 domain (confidence level: 100%),caveiranegro.no-ip.org
