Type,Comment,Value
domain,ClearFake payload delivery domain (confidence level: 100%),check.juxoi.icu
ip-dst|port,Remcos botnet C2 server (confidence level: 100%),155.254.245.47|25
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),196.251.87.10|8808
domain,Hook botnet C2 domain (confidence level: 100%),ec2-13-213-182-135.ap-southeast-1.compute.amazonaws.com
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),79.72.19.74|80
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),201.43.190.174|8081
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.dmfortsites.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.10bestbusiness.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.welbngusnews.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.homeimprovementbox.website
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.businesseshub.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.gamesofart1.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.toriters1.website
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.mtpolice12.website
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.fastnewclub.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.betufa.website
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.onlinegameshub.xyz
domain,Unknown malware botnet C2 domain (confidence level: 100%),www.ruyn.top
ip-dst|port,XWorm botnet C2 server (confidence level: 100%),45.204.217.248|80
domain,ClearFake payload delivery domain (confidence level: 100%),check.henuo.icu
url,ClearFake payload delivery URL (confidence level: 100%),https://check.henuo.icu/gkcxv.google
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),47.100.16.83|80
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),119.45.30.250|18443
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),185.241.208.51|8808
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),104.161.36.40|8808
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),102.117.168.104|7443
domain,Hook botnet C2 domain (confidence level: 100%),jin13.xiaodong88.cn
ip-dst|port,Quasar RAT botnet C2 server (confidence level: 100%),91.169.117.54|1604
ip-dst|port,Havoc botnet C2 server (confidence level: 100%),43.156.59.110|9998
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.tectotechnology.com
domain,Havoc botnet C2 domain (confidence level: 100%),cpanel.homeaddition.website
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.bookdmsab.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.businesswithloyal.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.ufabetgames1010.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),webmail.start7pros.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.top10gamesofoto.com
domain,Havoc botnet C2 domain (confidence level: 100%),webdisk.totogamesnetwork.com
ip-dst|port,Venom RAT botnet C2 server (confidence level: 100%),176.65.142.144|4449
domain,Cobalt Strike botnet C2 domain (confidence level: 100%),pwn.bamuwe.xyz
domain,Havoc botnet C2 domain (confidence level: 100%),cpcalendars.sports777games.com
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),51.12.243.123|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),3.6.109.60|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),3.137.65.101|8080
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),3.87.141.253|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),188.245.206.96|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),157.245.245.133|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),108.165.213.9|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),43.156.42.200|4433
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),46.38.250.176|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),52.190.60.170|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),154.53.160.17|3333
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),38.126.114.199|14268
url,Cobalt Strike botnet C2 (confidence level: 75%),http://192.168.147.131:80/jquery-3.3.1.min.js
domain,ClearFake payload delivery domain (confidence level: 100%),check.jiceo.icu
url,ClearFake payload delivery URL (confidence level: 100%),https://check.jiceo.icu/gkcxv.google
domain,ClearFake payload delivery domain (confidence level: 100%),check.qinah.icu
url,ClearFake payload delivery URL (confidence level: 100%),https://check.qinah.icu/gkcxv.google
url,Lumma Stealer botnet C2 (confidence level: 100%),https://astronav.world/bvvw
ip-dst|port,Tsunami botnet C2 server (confidence level: 75%),138.197.78.18|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),82.156.109.142|8443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 50%),47.97.84.155|6666
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),148.113.204.101|31337
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),142.93.68.220|31337
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),144.172.93.70|31337
ip-dst|port,Sliver botnet C2 server (confidence level: 50%),162.120.71.38|31337
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),3.144.157.115|243
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),176.82.209.133|6000
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),13.40.156.106|113
ip-dst|port,NetSupportManager RAT botnet C2 server (confidence level: 50%),34.222.23.99|902
ip-dst|port,Ghost RAT botnet C2 server (confidence level: 50%),91.4.45.122|80
ip-dst|port,Ghost RAT botnet C2 server (confidence level: 50%),149.210.92.206|443
ip-dst|port,BlackShades botnet C2 server (confidence level: 50%),15.222.252.97|20000
ip-dst|port,Unknown malware botnet C2 server (confidence level: 50%),56.155.32.7|44818
