Type,Comment,Value
domain,ClearFake payload delivery domain (confidence level: 75%),youpteck.com
domain,Mirai botnet C2 domain (confidence level: 100%),anti.linkpc.net
url,Lumma Stealer botnet C2 (confidence level: 100%),https://astralforging.top/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://mweteorm.top/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://qnaturecud.top/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://elegangtedg.top/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://conqstructcor.top/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://townwand.top/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://panelplxace.top/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://usefulutivli.top/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://urbaninsi.top/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://suptplystati.shop/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://hannndlehav.shop/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://tfooltaver.shop/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://modernmhake.shop/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://guardiainpets.shop/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://protectaze.shop/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://upgradezunio.shop/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://firepowerf.shop/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://riflesandm.shop/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://guncontrold.shop/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://marksmanmy.shop/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://sniperins.shop/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://defensein.shop/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://discoverou.shop/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://scenarisacri.top/api
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),astralforging.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),mweteorm.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),qnaturecud.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),elegangtedg.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),conqstructcor.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),townwand.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),panelplxace.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),usefulutivli.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),urbaninsi.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),suptplystati.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),hannndlehav.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),tfooltaver.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),modernmhake.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),guardiainpets.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),protectaze.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),upgradezunio.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),firepowerf.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),riflesandm.shop
