Type,Comment,Value
domain,ClearFake payload delivery domain (confidence level: 100%),check.kupav.icu
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),experimentalideas.today
domain,ClearFake payload delivery domain (confidence level: 75%),vtalkindia.com.impossibleindia.com
domain,ClearFake payload delivery domain (confidence level: 75%),www.ebroenv.sa.94-130-67-118.cprapid.com
domain,ClearFake payload delivery domain (confidence level: 75%),remaloaded.com
domain,FAKEUPDATES payload delivery domain (confidence level: 80%),spaceinvaders.mme.se
domain,FAKEUPDATES payload delivery domain (confidence level: 80%),mju-115.919.transportationfacility.com
url,Unknown malware botnet C2 (confidence level: 95%),https://avpnewspunjab.com/js/0yqyuipqhfixnkr2c86maoxdviyhmeqaja7i5engmdogg3chdb4xlakzpjeydbhfrnuvpjl13rvnyaxvkokzqq1wwlw6uhufo80rd4bk7wc1efptnobsq4ygoljts3nmxsetzwguouvtpvm9kbdss9/verify
url,Lumma Stealer botnet C2 (confidence level: 100%),https://bloomingzgardens.today/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://crystahlclearwaters.bet/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://alcohopreden.top/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://earwaxeduek.run/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://desribessquwd.today/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://entereddeacr.run/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://difgitalnexus.run/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://digitalfxorge.world/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://elegantlawwen.run/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://foortyturhud.run/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://fortunedtrivial.top/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://exposedbuid.life/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://gesturedseedz.fun/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://forfardunifor.world/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://hideousown.top/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://goldensounew.world/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://grainybande.life/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://netgineero.life/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://natureexpflorer.run/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://nateurescanvas.world/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://moduledbillke.world/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://naturjalharmony.top/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://markerjurys.cyou/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://naturerbhythm.world/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://reliefintorud.life/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://pipesofmugge.fun/api
url,Lumma Stealer botnet C2 (confidence level: 100%),https://towerymodest.top/api
