Type,Comment,Value
url,FAKEUPDATES botnet C2 (confidence level: 100%),https://feedback.greeneconsultinggroup.com/profilelayout
url,KongTuke payload delivery URL (confidence level: 100%),https://chproduct.com/4e2e.js
url,KongTuke payload delivery URL (confidence level: 100%),https://chproduct.com/js.php
url,KongTuke payload delivery URL (confidence level: 100%),https://shock-relations-enhancement-picks.trycloudflare.com/nlos24yol
domain,KongTuke payload delivery domain (confidence level: 100%),shock-relations-enhancement-picks.trycloudflare.com
domain,Brute Ratel C4 botnet C2 domain (confidence level: 100%),cdn.belladonnarestaurant.co.uk
url,KongTuke payload delivery URL (confidence level: 100%),https://windowsmsncn.org/nlos24yol
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),38.54.27.184|3778
domain,Unknown malware payload delivery domain (confidence level: 75%),tangem.ing
domain,NetSupportManager RAT payload delivery domain (confidence level: 100%),snapcans.top
url,NetSupportManager RAT payload delivery URL (confidence level: 100%),https://snapcans.top/vv/ddas.php
url,NetSupportManager RAT payload delivery URL (confidence level: 100%),https://upgradegc.com/rsrs.zip
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),escczlv.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),caitraohvi.bet
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),galijd.shop
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),citellcagt.top
domain,Lumma Stealer botnet C2 domain (confidence level: 100%),maxmtsq.bet
ip-dst|port,Mirai botnet C2 server (confidence level: 75%),176.65.148.144|3778
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),110.42.111.128|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),46.29.234.145|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),100.29.174.55|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),43.154.244.145|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),15.152.47.208|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),62.234.92.164|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),175.178.100.95|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 75%),152.136.44.13|443
ip-dst|port,FAKEUPDATES botnet C2 server (confidence level: 100%),194.213.18.136|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),39.107.72.158|8080
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),194.32.142.83|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),62.113.61.204|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),77.246.107.11|80
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),62.113.59.38|443
ip-dst|port,Cobalt Strike botnet C2 server (confidence level: 100%),152.136.17.91|5214
ip-dst|port,Sliver botnet C2 server (confidence level: 100%),54.158.61.222|443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),103.97.128.128|8888
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),45.143.199.221|7000
ip-dst|port,AsyncRAT botnet C2 server (confidence level: 100%),51.161.34.207|8808
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),38.249.110.245|7443
ip-dst|port,Unknown malware botnet C2 server (confidence level: 100%),38.249.112.249|7443
